study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Rosenkranz1996a	multiple_group1	4.0	GLI3	oral-clearance	glimepiride	serum	HPLC	NA	NA	68.1	NA	NA	NA	26.4	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group1	4.0	GLI3	vd	glimepiride	serum	HPLC	NA	NA	16.9	NA	NA	NA	5.3	NA	NA	l	NA
Rosenkranz1996a	multiple_group1	4.0	GLI3	thalf	glimepiride	serum	HPLC	NA	NA	5.6	NA	NA	NA	3.0	NA	NA	hr	NA
Rosenkranz1996a	multiple_group1	4.0	GLI3	mrt	glimepiride	serum	HPLC	NA	NA	4.6	NA	NA	NA	2.2	NA	NA	hr	NA
Rosenkranz1996a	multiple_group1	4.0	GLI3	fractional excretion	glimepiride-M1+glimepiride-M2	urine	HPLC	NA	NA	40.4	NA	NA	NA	7.2	NA	NA	percent	NA
Rosenkranz1996a	multiple_group1	4.0	GLI3	oral-clearance	glimepiride-M1	serum	HPLC	NA	NA	100.2	NA	NA	NA	30.4	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group1	4.0	GLI3	thalf	glimepiride-M1	serum	HPLC	NA	NA	3.75	NA	NA	NA	1.3	NA	NA	hr	NA
Rosenkranz1996a	multiple_group1	4.0	GLI3	clearance_renal	glimepiride-M1	serum	HPLC	NA	NA	31.8	NA	NA	NA	21.1	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group1	4.0	GLI3	oral-clearance	glimepiride-M2	serum	HPLC	NA	NA	184.2	NA	NA	NA	51.8	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group1	4.0	GLI3	thalf	glimepiride-M2	serum	HPLC	NA	NA	3.5	NA	NA	NA	1.1	NA	NA	hr	NA
Rosenkranz1996a	multiple_group1	4.0	GLI3	clearance_renal	glimepiride-M2	serum	HPLC	NA	NA	89.7	NA	NA	NA	61.0	NA	NA	ml/min	NA
Rosenkranz1996a	single_group2	3.0	GLI3	clearance	creatinine	urine	HPLC	NA	NA	27.4	NA	NA	NA	8.0	NA	NA	ml/min	NA
Rosenkranz1996a	single_group2	3.0	GLI3	cmax	glimepiride	serum	HPLC	NA	NA	205.3	NA	NA	NA	29.0	NA	NA	ng/ml	NA
Rosenkranz1996a	single_group2	3.0	GLI3	tmax	glimepiride	serum	HPLC	NA	NA	2.7	NA	NA	NA	1.3	NA	NA	hr	NA
Rosenkranz1996a	single_group2	3.0	GLI3	auc_end	glimepiride	serum	HPLC	48.0	hr	622.0	NA	NA	NA	106.0	NA	NA	ng*hr/ml	NA
Rosenkranz1996a	single_group2	3.0	GLI3	oral-clearance	glimepiride	serum	HPLC	NA	NA	81.1	NA	NA	NA	12.8	NA	NA	ml/min	NA
Rosenkranz1996a	single_group2	3.0	GLI3	vd	glimepiride	serum	HPLC	NA	NA	13.36	NA	NA	NA	1.89	NA	NA	l	NA
Rosenkranz1996a	single_group2	3.0	GLI3	thalf	glimepiride	serum	HPLC	NA	NA	1.06	NA	NA	NA	0.23	NA	NA	hr	NA
Rosenkranz1996a	single_group2	3.0	GLI3	mrt	glimepiride	serum	HPLC	NA	NA	2.8	NA	NA	NA	0.5	NA	NA	hr	NA
Rosenkranz1996a	single_group2	3.0	GLI3	fractional excretion	glimepiride-M1+glimepiride-M2	urine	HPLC	NA	NA	21.9	NA	NA	NA	12.8	NA	NA	percent	NA
Rosenkranz1996a	single_group2	3.0	GLI3	cmax	glimepiride-M1	serum	HPLC	NA	NA	93.0	NA	NA	NA	12.5	NA	NA	ng/ml	NA
Rosenkranz1996a	single_group2	3.0	GLI3	tmax	glimepiride-M1	serum	HPLC	NA	NA	3.2	NA	NA	NA	0.8	NA	NA	hr	NA
Rosenkranz1996a	single_group2	3.0	GLI3	oral-clearance	glimepiride-M1	serum	HPLC	NA	NA	107.0	NA	NA	NA	33.7	NA	NA	ml/min	NA
Rosenkranz1996a	single_group2	3.0	GLI3	thalf	glimepiride-M1	serum	HPLC	NA	NA	2.32	NA	NA	NA	0.93	NA	NA	hr	NA
Rosenkranz1996a	single_group2	3.0	GLI3	clearance_renal	glimepiride-M1	serum	HPLC	NA	NA	9.2	NA	NA	NA	7.0	NA	NA	ml/min	NA
Rosenkranz1996a	single_group2	3.0	GLI3	cmax	glimepiride-M2	serum	HPLC	NA	NA	42.0	NA	NA	NA	2.6	NA	NA	ng/ml	NA
Rosenkranz1996a	single_group2	3.0	GLI3	tmax	glimepiride-M2	serum	HPLC	NA	NA	5.7	NA	NA	NA	1.2	NA	NA	hr	NA
Rosenkranz1996a	single_group2	3.0	GLI3	oral-clearance	glimepiride-M2	serum	HPLC	NA	NA	140.8	NA	NA	NA	36.5	NA	NA	ml/min	NA
Rosenkranz1996a	single_group2	3.0	GLI3	thalf	glimepiride-M2	serum	HPLC	NA	NA	3.06	NA	NA	NA	0.5	NA	NA	hr	NA
Rosenkranz1996a	single_group2	3.0	GLI3	clearance_renal	glimepiride-M2	serum	HPLC	NA	NA	20.5	NA	NA	NA	12.7	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group2	7.0	GLI3	clearance	creatinine	urine	HPLC	NA	NA	33.2	NA	NA	NA	9.7	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group2	7.0	GLI3	oral-clearance	glimepiride	serum	HPLC	NA	NA	71.4	NA	NA	NA	17.5	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group2	7.0	GLI3	vd	glimepiride	serum	HPLC	NA	NA	16.1	NA	NA	NA	2.5	NA	NA	l	NA
Rosenkranz1996a	multiple_group2	7.0	GLI3	thalf	glimepiride	serum	HPLC	NA	NA	3.2	NA	NA	NA	2.2	NA	NA	hr	NA
Rosenkranz1996a	multiple_group2	7.0	GLI3	mrt	glimepiride	serum	HPLC	NA	NA	3.9	NA	NA	NA	0.8	NA	NA	hr	NA
Rosenkranz1996a	multiple_group2	7.0	GLI3	fractional excretion	glimepiride-M1+glimepiride-M2	urine	HPLC	NA	NA	26.2	NA	NA	NA	11.8	NA	NA	percent	NA
Rosenkranz1996a	multiple_group2	7.0	GLI3	oral-clearance	glimepiride-M1	serum	HPLC	NA	NA	80.6	NA	NA	NA	21.1	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group2	7.0	GLI3	thalf	glimepiride-M1	serum	HPLC	NA	NA	3.96	NA	NA	NA	1.8	NA	NA	hr	NA
Rosenkranz1996a	multiple_group2	7.0	GLI3	clearance_renal	glimepiride-M1	serum	HPLC	NA	NA	11.8	NA	NA	NA	8.3	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group2	7.0	GLI3	oral-clearance	glimepiride-M2	serum	HPLC	NA	NA	111.9	NA	NA	NA	38.3	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group2	7.0	GLI3	thalf	glimepiride-M2	serum	HPLC	NA	NA	4.2	NA	NA	NA	1.2	NA	NA	hr	NA
Rosenkranz1996a	multiple_group2	7.0	GLI3	clearance_renal	glimepiride-M2	serum	HPLC	NA	NA	27.6	NA	NA	NA	9.4	NA	NA	ml/min	NA
Rosenkranz1996a	single_group3	7.0	GLI3	clearance	creatinine	urine	HPLC	NA	NA	9.4	NA	NA	NA	5.9	NA	NA	ml/min	NA
Rosenkranz1996a	single_group3	7.0	GLI3	cmax	glimepiride	serum	HPLC	NA	NA	194.0	NA	NA	NA	42.4	NA	NA	ng/ml	NA
Rosenkranz1996a	single_group3	7.0	GLI3	tmax	glimepiride	serum	HPLC	NA	NA	2.2	NA	NA	NA	1.0	NA	NA	hr	NA
Rosenkranz1996a	single_group3	7.0	GLI3	auc_end	glimepiride	serum	HPLC	48.0	hr	622.0	NA	NA	NA	226.0	NA	NA	ng*hr/ml	NA
Rosenkranz1996a	single_group3	7.0	GLI3	oral-clearance	glimepiride	serum	HPLC	NA	NA	91.1	NA	NA	NA	36.5	NA	NA	ml/min	NA
Rosenkranz1996a	single_group3	7.0	GLI3	vd	glimepiride	serum	HPLC	NA	NA	14.98	NA	NA	NA	3.47	NA	NA	l	NA
Rosenkranz1996a	single_group3	7.0	GLI3	thalf	glimepiride	serum	HPLC	NA	NA	2.19	NA	NA	NA	1.13	NA	NA	hr	NA
Rosenkranz1996a	single_group3	7.0	GLI3	mrt	glimepiride	serum	HPLC	NA	NA	3.0	NA	NA	NA	1.0	NA	NA	hr	NA
Rosenkranz1996a	single_group3	7.0	GLI3	fractional excretion	glimepiride-M1+glimepiride-M2	urine	HPLC	NA	NA	9.3	NA	NA	NA	10.6	NA	NA	percent	NA
Rosenkranz1996a	single_group3	7.0	GLI3	cmax	glimepiride-M1	serum	HPLC	NA	NA	103.6	NA	NA	NA	24.1	NA	NA	ng/ml	NA
Rosenkranz1996a	single_group3	7.0	GLI3	tmax	glimepiride-M1	serum	HPLC	NA	NA	4.1	NA	NA	NA	2.3	NA	NA	hr	NA
Rosenkranz1996a	single_group3	7.0	GLI3	oral-clearance	glimepiride-M1	serum	HPLC	NA	NA	67.5	NA	NA	NA	39.6	NA	NA	ml/min	NA
Rosenkranz1996a	single_group3	7.0	GLI3	thalf	glimepiride-M1	serum	HPLC	NA	NA	4.88	NA	NA	NA	2.92	NA	NA	hr	NA
Rosenkranz1996a	single_group3	7.0	GLI3	clearance_renal	glimepiride-M1	serum	HPLC	NA	NA	4.9	NA	NA	NA	7.5	NA	NA	ml/min	NA
Rosenkranz1996a	single_group3	7.0	GLI3	cmax	glimepiride-M2	serum	HPLC	NA	NA	61.7	NA	NA	NA	25.9	NA	NA	ng/ml	NA
Rosenkranz1996a	single_group3	7.0	GLI3	tmax	glimepiride-M2	serum	HPLC	NA	NA	7.0	NA	NA	NA	1.2	NA	NA	hr	NA
Rosenkranz1996a	single_group3	7.0	GLI3	oral-clearance	glimepiride-M2	serum	HPLC	NA	NA	61.5	NA	NA	NA	30.6	NA	NA	ml/min	NA
Rosenkranz1996a	single_group3	7.0	GLI3	thalf	glimepiride-M2	serum	HPLC	NA	NA	8.37	NA	NA	NA	1.9	NA	NA	hr	NA
Rosenkranz1996a	single_group3	7.0	GLI3	clearance_renal	glimepiride-M2	serum	HPLC	NA	NA	3.7	NA	NA	NA	7.5	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group3	5.0	GLI3	clearance	creatinine	urine	HPLC	NA	NA	8.5	NA	NA	NA	3.6	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group3	5.0	GLI3	oral-clearance	glimepiride	serum	HPLC	NA	NA	97.8	NA	NA	NA	48.7	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group3	5.0	GLI3	vd	glimepiride	serum	HPLC	NA	NA	22.6	NA	NA	NA	8.9	NA	NA	l	NA
Rosenkranz1996a	multiple_group3	5.0	GLI3	thalf	glimepiride	serum	HPLC	NA	NA	3.6	NA	NA	NA	1.9	NA	NA	hr	NA
Rosenkranz1996a	multiple_group3	5.0	GLI3	mrt	glimepiride	serum	HPLC	NA	NA	4.5	NA	NA	NA	1.9	NA	NA	hr	NA
Rosenkranz1996a	multiple_group3	5.0	GLI3	fractional excretion	glimepiride-M1+glimepiride-M2	urine	HPLC	NA	NA	10.6	NA	NA	NA	8.2	NA	NA	percent	NA
Rosenkranz1996a	multiple_group3	5.0	GLI3	oral-clearance	glimepiride-M1	serum	HPLC	NA	NA	59.7	NA	NA	NA	33.3	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group3	5.0	GLI3	thalf	glimepiride-M1	serum	HPLC	NA	NA	8.0	NA	NA	NA	4.6	NA	NA	hr	NA
Rosenkranz1996a	multiple_group3	5.0	GLI3	clearance_renal	glimepiride-M1	serum	HPLC	NA	NA	2.1	NA	NA	NA	NA	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group3	5.0	GLI3	oral-clearance	glimepiride-M2	serum	HPLC	NA	NA	62.0	NA	NA	NA	32.9	NA	NA	ml/min	NA
Rosenkranz1996a	multiple_group3	5.0	GLI3	thalf	glimepiride-M2	serum	HPLC	NA	NA	14.9	NA	NA	NA	12.3	NA	NA	hr	NA
Rosenkranz1996a	multiple_group3	5.0	GLI3	clearance_renal	glimepiride-M2	serum	HPLC	NA	NA	3.9	NA	NA	NA	3.5	NA	NA	ml/min	NA
