study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Choi2014	all	23.0	GEM50	tmax	LC15-0636	plasma	LC MS/MS	NA	NA	NA	5.0	1.0	12.0	NA	NA	62.87	hr	NA
Choi2014	all	23.0	GEM50	thalf	LC15-0636	plasma	LC MS/MS	NA	NA	5.69	NA	NA	NA	0.36	NA	6.37	hr	NA
Choi2014	all	23.0	GEM50	auc_ratio	LC15-0636/gemigliptin	plasma	LC MS/MS	NA	NA	0.31	NA	NA	NA	0.05	NA	15.76	ng/ml*hr	NA
Choi2014	all	23.0	GLI4, GEM50	cmax	glimepiride	plasma	LC MS/MS	NA	NA	231.32	NA	NA	NA	71.58	NA	30.94	ng/ml	cmax steady state
Choi2014	all	23.0	GLI4, GEM50	auc_end	glimepiride	plasma	LC MS/MS	24.0	hr	1086.49	NA	NA	NA	323.76	NA	29.8	ng/ml*hr	AUC end steady state
Choi2014	all	23.0	GLI4, GEM50	tmax	glimepiride	plasma	LC MS/MS	NA	NA	NA	3.0	2.0	5.0	NA	NA	23.66	hr	NA
Choi2014	all	23.0	GLI4, GEM50	thalf	glimepiride	plasma	LC MS/MS	NA	NA	NA	6.54	NA	NA	2.3	NA	35.21	hr	NA
Choi2014	all	23.0	GLI4	cmax	glimepiride	plasma	LC MS/MS	NA	NA	227.05	NA	NA	NA	72.64	NA	31.99	ng/ml	cmax steady state
Choi2014	all	23.0	GLI4	auc_end	glimepiride	plasma	LC MS/MS	24.0	hr	1104.95	NA	NA	NA	365.0	NA	33.03	ng/ml*hr	AUC end steady state
Choi2014	all	23.0	GLI4	tmax	glimepiride	plasma	LC MS/MS	NA	NA	NA	4.0	2.0	5.0	NA	NA	26.23	hr	NA
Choi2014	all	23.0	GLI4	thalf	glimepiride	plasma	LC MS/MS	NA	NA	6.37	NA	NA	NA	2.9	NA	45.42	hr	NA
Choi2014	all	23.0	GLI4, GEM50	cmax	glimepiride-M1	plasma	LC MS/MS	NA	NA	29.58	NA	NA	NA	8.23	NA	27.52	ng/ml	cmax steady state
Choi2014	all	23.0	GLI4, GEM50	auc_end	glimepiride-M1	plasma	LC MS/MS	24.0	hr	191.85	NA	NA	NA	46.85	NA	24.42	ng/ml*hr	AUC end steady state
Choi2014	all	23.0	GLI4, GEM50	tmax	glimepiride-M1	plasma	LC MS/MS	NA	NA	NA	4.0	3.0	6.0	NA	NA	21.52	hr	NA
Choi2014	all	23.0	GLI4, GEM50	thalf	glimepiride-M1	plasma	LC MS/MS	NA	NA	5.87	NA	NA	NA	2.19	NA	37.24	hr	NA
Choi2014	all	23.0	GLI4, GEM50	auc_ratio	glimepiride-M1/glimpepiride	plasma	LC MS/MS	NA	NA	0.18	NA	NA	NA	0.03	NA	16.01	ng/ml*hr	NA
Choi2014	all	23.0	GLI4	cmax	glimepiride-M1	plasma	LC MS/MS	NA	NA	28.26	NA	NA	NA	8.4	NA	29.74	ng/ml	cmax steady state
Choi2014	all	23.0	GLI4	auc_end	glimepiride-M1	plasma	LC MS/MS	24.0	hr	189.88	NA	NA	NA	52.77	NA	27.79	ng/ml*hr	AUC end steady state
Choi2014	all	23.0	GLI4	tmax	glimepiride-M1	plasma	LC MS/MS	NA	NA	NA	4.0	3.0	6.0	NA	NA	25.57	hr	NA
Choi2014	all	23.0	GLI4	thalf	glimepiride-M1	plasma	LC MS/MS	NA	NA	6.42	NA	NA	NA	2.18	NA	33.93	hr	NA
Choi2014	all	23.0	GLI4	auc_ratio	glimepiride-M1/glimpepiride	plasma	LC MS/MS	NA	NA	0.18	NA	NA	NA	0.03	NA	19.51	ng/ml*hr	NA
